sweep,repeat_index,model_id,task_id,signature,testable,untestable_reason,score,passed,p_value,effect_size,direction_correct
random_floor_v12_20260726_201120,3,random,phishing_detection_v2,learning_effect,True,,0.0,False,0.7923387096774194,-0.10000000000000003,False
random_floor_v12_20260726_201120,3,random,phishing_detection_v2,above_chance_overall,True,,0.0,False,0.9863299330659611,-0.13333333333333336,False
random_floor_v12_20260726_201120,3,random,phishing_detection_v2,practice_rt_speedup,True,,0.5,False,0.18729956994436425,-0.11668869109002902,True
random_floor_v12_20260726_201120,3,random,visual_recognition,above_chance_discrimination,True,,0.5,False,0.29685157421289354,0.040000000000000036,True
random_floor_v12_20260726_201120,3,random,visual_recognition,above_chance_accuracy,True,,0.5,False,0.3821767172013334,0.020000000000000018,True
random_floor_v12_20260726_201120,3,random,visual_recognition,low_false_alarm_rate,True,,0.5,False,0.16111816017877345,-0.08000000000000002,True
random_floor_v12_20260726_201120,3,random,effort_foraging,travel_cost_residence_effect,True,,0.0,False,0.816263896040134,-0.07499999999999996,False
random_floor_v12_20260726_201120,3,random,effort_foraging,above_chance_mvt_match,True,,0.0,False,0.8907409802606481,-0.0625,False
random_floor_v12_20260726_201120,3,random,effort_foraging,above_chance_total_reward,True,,0.0,False,0.8907409802606481,-0.0625,False
random_floor_v12_20260726_201120,3,random,effort_foraging,harvest_rt_speedup,True,,0.5,False,0.2099508191369736,-0.09142958023383622,True
random_floor_v12_20260726_201120,4,random,grid_bandit,kraken_avoidance_in_risky,True,,0.5,False,0.3679394004284405,-0.03999999999999998,True
random_floor_v12_20260726_201120,4,random,grid_bandit,value_directed_exploitation,True,,0.0,False,0.6788722425529485,0.04726292742616209,False
random_floor_v12_20260726_201120,4,random,grid_bandit,above_chance_reward,True,,0.0,False,0.7476575962060048,-0.027272727272727282,False
random_floor_v12_20260726_201120,4,random,grid_bandit,within_block_learning,True,,0.5,False,0.42715597187047377,0.017708354361714813,True
random_floor_v12_20260726_201120,4,random,grid_bandit,within_block_rt_speedup,True,,0.0,False,0.9999633884006891,0.36889074022006724,False
random_floor_v12_20260726_201120,4,random,repeated_games,tit_for_tat_reciprocity_pd,True,,0.5,False,0.45454545454545453,0.1777777777777778,True
random_floor_v12_20260726_201120,4,random,repeated_games,above_chance_coordination_bos,True,,0.0,False,0.80615234375,-0.09999999999999998,False
random_floor_v12_20260726_201120,4,random,repeated_games,cooperation_when_opp_cooperated,True,,0.0,False,0.8125,-0.09999999999999998,False
random_floor_v12_20260726_201120,4,random,repeated_games,round_rt_speedup,True,,0.5,False,0.3340028486318328,-0.08164177603198287,True
random_floor_v12_20260726_201120,4,random,serial_recall_v2,above_chance_recall,True,,0.0,False,1.0,-0.05,False
random_floor_v12_20260726_201120,4,random,serial_recall_v2,similarity_aids_recall,True,,0.0,False,,,False
random_floor_v12_20260726_201120,4,random,serial_recall_v2,high_vs_low_sim_advantage,True,,0.0,False,1.0,0.0,False
random_floor_v12_20260726_201120,4,random,serial_recall_v2,similarity_rt_effect,True,,0.0,False,0.8782619007529711,0.3094605501611446,False
random_floor_v12_20260726_201120,4,random,serial_recall_v2,primacy_effect,True,,0.0,False,1.0,0.0,False
random_floor_v12_20260726_201120,4,random,marbles_risk,ev_sensitivity,True,,0.5,False,0.4518006283536735,0.01544263289049147,True
random_floor_v12_20260726_201120,4,random,marbles_risk,above_chance_ev_optimal,True,,0.5,False,0.3898839652765371,0.033333333333333326,True
random_floor_v12_20260726_201120,4,random,marbles_risk,magnitude_effect_high_payoff,True,,0.0,False,0.845699663678684,-0.12928330868863738,False
random_floor_v12_20260726_201120,4,random,marbles_risk,ev_difference_rt_effect,True,,0.0,False,0.6332725441943149,0.04340202137163835,False
random_floor_v12_20260726_201120,4,random,tiny_alchemy,above_chance_discovery,True,,0.0,False,0.9999953633637829,-0.26250000000000007,False
random_floor_v12_20260726_201120,4,random,tiny_alchemy,non_redundant_attempts,True,,0.0,False,0.99877953590984,-0.125,False
random_floor_v12_20260726_201120,4,random,moral_machine,utilitarian_preference,True,,0.0,False,0.85546875,-0.09999999999999998,False
random_floor_v12_20260726_201120,4,random,moral_machine,age_preference_save_young,True,,0.0,False,0.890625,-0.09999999999999998,False
random_floor_v12_20260726_201120,4,random,moral_machine,species_preference_save_human,True,,0.5,False,0.171875,0.19999999999999996,True
random_floor_v12_20260726_201120,4,random,moral_machine,legality_preference_save_lawful,True,,0.0,False,1.0,-0.5,False
random_floor_v12_20260726_201120,4,random,random_dot_motion_v2,coherence_accuracy_psychometric,True,,0.5,False,0.33447532181030154,0.043282989684145415,True
random_floor_v12_20260726_201120,4,random,random_dot_motion_v2,coherence_rt_chronometric,True,,0.5,False,0.1261769213539346,-0.14636515418062496,True
random_floor_v12_20260726_201120,4,random,random_dot_motion_v2,above_chance_low_coherence,True,,1.0,True,0.008294501687487355,0.19999999999999996,True
random_floor_v12_20260726_201120,4,random,random_dot_motion_v2,above_chance_overall,True,,1.0,True,0.0066893515130019695,0.13,True
random_floor_v12_20260726_201120,4,random,phishing_detection_v2,above_chance_discrimination,True,,0.5,False,0.27586206896551724,0.06666666666666665,True
random_floor_v12_20260726_201120,4,random,phishing_detection_v2,learning_effect,True,,1.0,True,0.013052208835341365,0.39999999999999997,True
random_floor_v12_20260726_201120,4,random,phishing_detection_v2,above_chance_overall,True,,0.5,False,0.3494417138100029,0.033333333333333326,True
random_floor_v12_20260726_201120,4,random,phishing_detection_v2,practice_rt_speedup,True,,0.0,False,0.9022073175502129,0.16943781913515885,False
random_floor_v12_20260726_201120,4,random,visual_recognition,above_chance_discrimination,True,,1.0,True,0.04247876061969016,0.13999999999999996,True
random_floor_v12_20260726_201120,4,random,visual_recognition,above_chance_accuracy,True,,0.5,False,0.0966739522478214,0.06999999999999995,True
random_floor_v12_20260726_201120,4,random,visual_recognition,low_false_alarm_rate,True,,0.5,False,0.3359055168826828,-0.03999999999999998,True
random_floor_v12_20260726_201120,4,random,effort_foraging,travel_cost_residence_effect,True,,0.0,False,0.5884818180504476,0.0,False
random_floor_v12_20260726_201120,4,random,effort_foraging,above_chance_mvt_match,True,,0.5,False,0.3222319569471128,0.03749999999999998,True
random_floor_v12_20260726_201120,4,random,effort_foraging,above_chance_total_reward,True,,0.5,False,0.3687771544921613,0.025000000000000022,True
random_floor_v12_20260726_201120,4,random,effort_foraging,harvest_rt_speedup,True,,0.0,False,0.7529582370869354,0.07755973120892246,False
random_floor_v12_20260726_201120,5,random,grid_bandit,kraken_avoidance_in_risky,True,,0.0,False,0.9129144263646367,0.07999999999999996,False
random_floor_v12_20260726_201120,5,random,grid_bandit,value_directed_exploitation,True,,0.0,False,0.6818291159308356,0.048103575898323786,False
random_floor_v12_20260726_201120,5,random,grid_bandit,above_chance_reward,True,,0.0,False,0.8528831457778544,-0.04545454545454547,False
random_floor_v12_20260726_201120,5,random,grid_bandit,within_block_learning,True,,0.5,False,0.179901653068682,0.08814923168655582,True
random_floor_v12_20260726_201120,5,random,grid_bandit,within_block_rt_speedup,True,,0.0,False,0.9999982488527867,0.42591558216993614,False
random_floor_v12_20260726_201120,5,random,repeated_games,tit_for_tat_reciprocity_pd,True,,0.0,False,0.703962703962704,0.0,False
random_floor_v12_20260726_201120,5,random,repeated_games,above_chance_coordination_bos,True,,0.5,False,0.1334228515625,0.16666666666666663,True
random_floor_v12_20260726_201120,5,random,repeated_games,cooperation_when_opp_cooperated,True,,0.0,False,0.7734375,-0.07142857142857145,False
random_floor_v12_20260726_201120,5,random,repeated_games,round_rt_speedup,True,,0.5,False,0.4599405326211017,-0.01917717544827572,True
random_floor_v12_20260726_201120,5,random,serial_recall_v2,above_chance_recall,True,,0.0,False,1.0,-0.05,False
random_floor_v12_20260726_201120,5,random,serial_recall_v2,similarity_aids_recall,True,,0.0,False,,,False
random_floor_v12_20260726_201120,5,random,serial_recall_v2,high_vs_low_sim_advantage,True,,0.0,False,1.0,0.0,False
random_floor_v12_20260726_201120,5,random,serial_recall_v2,similarity_rt_effect,True,,0.0,False,0.9682992933580931,0.4743416490252569,False
random_floor_v12_20260726_201120,5,random,serial_recall_v2,primacy_effect,True,,0.0,False,1.0,0.0,False
random_floor_v12_20260726_201120,5,random,marbles_risk,ev_sensitivity,True,,0.0,False,0.9716349241343247,-0.23941523050057234,False
random_floor_v12_20260726_201120,5,random,marbles_risk,above_chance_ev_optimal,True,,0.0,False,0.9224990479983697,-0.08333333333333331,False
random_floor_v12_20260726_201120,5,random,marbles_risk,magnitude_effect_high_payoff,True,,0.0,False,0.8310960899689988,-0.12176652235179906,False
random_floor_v12_20260726_201120,5,random,marbles_risk,ev_difference_rt_effect,True,,0.0,False,0.8198720629861918,0.1162626854739582,False
